,,,dt,,CTE,,angle,,,,,
step,601, dt,0.01304, cte,-0.3465, steer angle,0.0263, steer setpt,-0.02847, steer cmd,-0.01934, 
step,602, dt,0.01201, cte,-0.3465, steer angle,0.0263, steer setpt,0.0147, steer cmd,-0.01869, 
step,603, dt,0.0135, cte,-0.3751, steer angle,-0.0472, steer setpt,0.06452, steer cmd,-0.01613, 
step,604, dt,0.01323, cte,-0.4037, steer angle,-0.0308, steer setpt,0.11265, steer cmd,-0.0141, 
step,605, dt,0.01331, cte,-0.4037, steer angle,-0.0308, steer setpt,0.1578, steer cmd,-0.0111, 
step,606, dt,0.01191, cte,-0.4324, steer angle,0.0839, steer setpt,0.20838, steer cmd,-0.00998, 
step,607, dt,0.01276, cte,-0.4576, steer angle,0.1589, steer setpt,0.56228, steer cmd,-0.00171, 
step,608, dt,0.01341, cte,-0.4576, steer angle,0.1589, steer setpt,0.27033, steer cmd,-0.00326, 
step,609, dt,0.01309, cte,-0.4763, steer angle,0.3935, steer setpt,0.19588, steer cmd,-0.00808, 
step,610, dt,0.01194, cte,-0.4789, steer angle,0.3549, steer setpt,0.27056, steer cmd,-0.00762, 
step,611, dt,0.01243, cte,-0.4789, steer angle,0.3549, steer setpt,-0.03517, steer cmd,-0.01604, 
step,612, dt,0.31265, cte,-0.4703, steer angle,0.2458, steer setpt,-0.41406, steer cmd,-0.02706, 
step,613, dt,0.01289, cte,0.0599, steer angle,0.0354, steer setpt,-6.86293, steer cmd,-0.17807, 
step,614, dt,0.012, cte,0.0599, steer angle,0.0354, steer setpt,-7.28169, steer cmd,-0.27185, 
step,615, dt,0.01194, cte,0.0922, steer angle,-4.0154, steer setpt,-7.90892, steer cmd,-0.29677, 
step,616, dt,0.01238, cte,0.0922, steer angle,-4.0154, steer setpt,-8.12771, steer cmd,-0.36458, 
step,617, dt,0.01346, cte,0.1223, steer angle,-6.983, steer setpt,-8.61256, steer cmd,-0.36589, 
step,618, dt,0.01452, cte,0.1499, steer angle,-8.6782, steer setpt,-2.71487, steer cmd,-0.22137, 
step,619, dt,0.01235, cte,0.1499, steer angle,-8.6782, steer setpt,-2.75348, steer cmd,-0.15428, 
step,620, dt,0.01193, cte,0.1759, steer angle,-5.098, steer setpt,-2.7158, steer cmd,-0.15083, 
step,621, dt,0.01429, cte,0.2009, steer angle,-3.4206, steer setpt,-3.05811, steer cmd,-0.15526, 
step,622, dt,0.31252, cte,0.2009, steer angle,-3.4206, steer setpt,-2.73861, steer cmd,-0.13838, 
step,623, dt,0.01182, cte,0.4487, steer angle,-3.4452, steer setpt,-5.46188, steer cmd,-0.19093, 
step,624, dt,0.01294, cte,0.4543, steer angle,-3.0233, steer setpt,-5.65486, steer cmd,-0.22765, 
step,625, dt,0.01412, cte,0.4543, steer angle,-3.0233, steer setpt,-5.46645, steer cmd,-0.25937, 
step,626, dt,0.01326, cte,0.4581, steer angle,-5.255, steer setpt,-5.32825, steer cmd,-0.24045, 
step,627, dt,0.01141, cte,0.4599, steer angle,-6.048, steer setpt,-5.46406, steer cmd,-0.23172, 
step,628, dt,0.01215, cte,0.4599, steer angle,-6.048, steer setpt,-2.55676, steer cmd,-0.15858, 
step,629, dt,0.01262, cte,0.4599, steer angle,-5.3565, steer setpt,-2.50772, steer cmd,-0.13005, 
step,630, dt,0.31344, cte,0.4599, steer angle,-5.3565, steer setpt,-2.52486, steer cmd,-0.08858, 
step,631, dt,0.0129, cte,0.6516, steer angle,-2.8149, steer setpt,-4.8347, steer cmd,-0.15894, 
step,632, dt,0.01243, cte,0.6599, steer angle,-1.7781, steer setpt,-5.00601, steer cmd,-0.20449, 
step,633, dt,0.01246, cte,0.6599, steer angle,-1.7781, steer setpt,-5.10186, steer cmd,-0.24986, 
step,634, dt,0.0128, cte,0.6667, steer angle,-4.676, steer setpt,-5.28199, steer cmd,-0.23488, 
step,635, dt,0.01313, cte,0.6714, steer angle,-5.8101, steer setpt,-5.4405, steer cmd,-0.22722, 
step,636, dt,0.01364, cte,0.6714, steer angle,-5.8101, steer setpt,-3.20585, steer cmd,-0.17317, 
step,637, dt,0.01272, cte,0.6744, steer angle,-5.2442, steer setpt,-3.17064, steer cmd,-0.1532, 
step,638, dt,0.01236, cte,0.6761, steer angle,-3.8929, steer setpt,-3.21887, steer cmd,-0.1545, 
step,639, dt,0.01186, cte,0.6761, steer angle,-3.8929, steer setpt,-3.16414, steer cmd,-0.1406, 
step,640, dt,0.01215, cte,0.6764, steer angle,-3.4262, steer setpt,-3.13611, steer cmd,-0.14038, 
step,641, dt,0.01182, cte,0.6764, steer angle,-3.4262, steer setpt,-3.16007, steer cmd,-0.13584, 
step,642, dt,0.01279, cte,0.6756, steer angle,-3.0731, steer setpt,-3.13769, steer cmd,-0.13955, 
step,643, dt,0.01223, cte,0.6736, steer angle,-2.9596, steer setpt,-3.11506, steer cmd,-0.14181, 
step,644, dt,0.01204, cte,0.6736, steer angle,-2.9596, steer setpt,-3.1361, steer cmd,-0.1443, 
step,645, dt,0.01181, cte,0.6705, steer angle,-3.1089, steer setpt,-3.11565, steer cmd,-0.14289, 
step,646, dt,0.01285, cte,0.6705, steer angle,-3.1089, steer setpt,-3.13531, steer cmd,-0.1438, 
step,647, dt,0.01197, cte,0.6661, steer angle,-3.1358, steer setpt,-3.11101, steer cmd,-0.14297, 
step,648, dt,0.01246, cte,0.6606, steer angle,-3.1588, steer setpt,-3.08645, steer cmd,-0.14164, 
step,649, dt,0.0134, cte,0.6606, steer angle,-3.1588, steer setpt,-3.10315, steer cmd,-0.1411, 
step,650, dt,0.31504, cte,0.6539, steer angle,-3.1048, steer setpt,-3.07583, steer cmd,-0.14088, 
step,651, dt,0.01091, cte,0.6399, steer angle,-3.0912, steer setpt,-2.9201, steer cmd,-0.13717, 
step,652, dt,0.01173, cte,0.6399, steer angle,-3.0912, steer setpt,-2.9832, steer cmd,-0.13649, 
step,653, dt,0.01448, cte,0.6673, steer angle,-2.993, steer setpt,-3.3956, steer cmd,-0.14646, 
step,654, dt,0.01518, cte,0.6937, steer angle,-2.976, steer setpt,-3.7416, steer cmd,-0.15933, 
step,655, dt,0.01439, cte,0.6937, steer angle,-2.976, steer setpt,-3.8578, steer cmd,-0.17206, 
step,656, dt,0.01199, cte,0.7187, steer angle,-3.547, steer setpt,-4.37098, steer cmd,-0.183, 
step,657, dt,0.01361, cte,0.7424, steer angle,-3.8651, steer setpt,-4.71326, steer cmd,-0.19538, 
step,658, dt,0.0116, cte,0.7424, steer angle,-3.8651, steer setpt,-4.44199, steer cmd,-0.20119, 
step,659, dt,0.01422, cte,0.7646, steer angle,-4.4482, steer setpt,-4.44356, steer cmd,-0.19672, 
step,660, dt,0.01489, cte,0.7851, steer angle,-4.5934, steer setpt,-4.74533, steer cmd,-0.2015, 
step,661, dt,0.01225, cte,0.7851, steer angle,-4.5934, steer setpt,-4.50055, steer cmd,-0.19773, 
step,662, dt,0.0118, cte,0.8041, steer angle,-4.6012, steer setpt,-4.4941, steer cmd,-0.19663, 
step,663, dt,0.31295, cte,0.8216, steer angle,-4.507, steer setpt,-4.75709, steer cmd,-0.20328, 
step,664, dt,0.01168, cte,0.8939, steer angle,-4.4794, steer setpt,-5.42522, steer cmd,-0.22191, 
step,665, dt,0.31269, cte,0.8858, steer angle,-4.6457, steer setpt,-5.15354, steer cmd,-0.22383, 
step,666, dt,0.01191, cte,0.5476, steer angle,-5.1114, steer setpt,-1.09373, steer cmd,-0.12882, 
step,667, dt,0.31427, cte,0.5104, steer angle,-5.1593, steer setpt,-0.3408, steer cmd,-0.06346, 
step,668, dt,0.01253, cte,-0.2453, steer angle,-2.7841, steer setpt,9.18455, steer cmd,0.16622, 
step,669, dt,0.3124, cte,-0.2453, steer angle,-2.7841, steer setpt,10.46753, steer cmd,0.3497, 
step,670, dt,0.01075, cte,-0.3987, steer angle,4.5918, steer setpt,12.67695, steer cmd,0.41725, 
step,671, dt,0.01243, cte,-0.3987, steer angle,4.5918, steer setpt,9.05221, steer cmd,0.46078, 
step,672, dt,0.01565, cte,-0.3822, steer angle,10.8676, steer setpt,8.77255, steer cmd,0.38263, 
step,673, dt,0.31705, cte,-0.362, steer angle,11.9559, steer setpt,-0.33425, steer cmd,0.13485, 
step,674, dt,0.01224, cte,0.3947, steer angle,10.0021, steer setpt,-9.5098, steer cmd,-0.18189, 
step,675, dt,0.01073, cte,0.3947, steer angle,10.0021, steer setpt,-11.6246, steer cmd,-0.49129, 
step,676, dt,0.01069, cte,0.4665, steer angle,-4.111, steer setpt,-12.809, steer cmd,-0.49896, 
step,677, dt,0.01217, cte,0.4665, steer angle,-4.111, steer setpt,-12.94976, steer cmd,-0.65413, 
step,678, dt,0.01226, cte,0.5379, steer angle,-12.0378, steer setpt,-13.91563, steer cmd,-0.62062, 
step,679, dt,0.01267, cte,0.6087, steer angle,-15.9169, steer setpt,-5.91367, steer cmd,-0.39171, 
step,680, dt,0.01155, cte,0.6087, steer angle,-15.9169, steer setpt,-6.01359, steer cmd,-0.27808, 
step,681, dt,0.01221, cte,0.6781, steer angle,-9.3564, steer setpt,-6.08562, steer cmd,-0.28846, 
step,682, dt,0.01108, cte,0.6781, steer angle,-9.3564, steer setpt,-6.18737, steer cmd,-0.22974, 
step,683, dt,0.01138, cte,0.7462, steer angle,-6.7751, steer setpt,-6.25024, steer cmd,-0.2448, 
step,684, dt,0.31325, cte,0.8132, steer angle,-5.3071, steer setpt,-6.30707, steer cmd,-0.2663, 
step,685, dt,0.01073, cte,1.653, steer angle,-5.6837, steer setpt,-16.65695, steer cmd,-0.50453, 
step,686, dt,0.01181, cte,1.6964, steer angle,-6.2211, steer setpt,-16.77836, steer cmd,-0.62893, 
step,687, dt,0.31438, cte,1.6964, steer angle,-6.2211, steer setpt,-17.21347, steer cmd,-0.78968, 
step,688, dt,0.01134, cte,1.9764, steer angle,-15.2869, steer setpt,-20.24073, steer cmd,-0.80713, 
step,689, dt,0.01295, cte,1.9558, steer angle,-19.3056, steer setpt,-19.70461, steer cmd,-0.78691, 
step,690, dt,0.01145, cte,1.9558, steer angle,-19.3056, steer setpt,-9.96366, steer cmd,-0.5805, 
step,691, dt,0.01451, cte,1.929, steer angle,-19.2365, steer setpt,-9.28618, steer cmd,-0.45541, 
step,692, dt,0.31405, cte,1.8972, steer angle,-14.0763, steer setpt,-9.05126, steer cmd,-0.42775, 
step,693, dt,0.01217, cte,0.9313, steer angle,-10.9489, steer setpt,6.00866, steer cmd,-0.0735, 
step,694, dt,0.01351, cte,0.8349, steer angle,-10.2574, steer setpt,7.28619, steer cmd,0.15441, 
step,695, dt,0.0116, cte,0.7372, steer angle,-1.4011, steer setpt,8.86792, steer cmd,0.23638, 
step,696, dt,0.01296, cte,0.7372, steer angle,-1.4011, steer setpt,8.97675, steer cmd,0.40069, 
step,697, dt,0.01262, cte,0.6394, steer angle,6.3459, steer setpt,10.21517, steer cmd,0.39942, 
step,698, dt,0.01221, cte,0.6394, steer angle,6.3459, steer setpt,-1.10312, steer cmd,0.21062, 
step,699, dt,0.01349, cte,0.5418, steer angle,10.4218, steer setpt,-0.99759, steer cmd,0.03922, 
step,700, dt,0.01312, cte,0.445, steer angle,5.7019, steer setpt,-0.9153, steer cmd,-0.00471, 
step,701, dt,0.01396, cte,0.445, steer angle,5.7019, steer setpt,-0.82048, steer cmd,-0.10708, 
step,702, dt,0.01254, cte,0.3476, steer angle,0.3186, steer setpt,-0.72863, steer cmd,-0.07507, 
step,703, dt,0.01293, cte,0.2528, steer angle,-2.2406, steer setpt,0.52655, steer cmd,-0.01502, 
step,704, dt,0.0142, cte,0.2528, steer angle,-2.2406, steer setpt,-0.52621, steer cmd,-0.00812, 
step,705, dt,0.01279, cte,0.1922, steer angle,0.0609, steer setpt,-0.86612, steer cmd,-0.04168, 
step,706, dt,0.01337, cte,0.118, steer angle,0.2334, steer setpt,0.12849, steer cmd,-0.03029, 
step,707, dt,0.01275, cte,0.118, steer angle,0.2334, steer setpt,-0.93949, steer cmd,-0.05794, 
step,708, dt,0.01306, cte,0.0419, steer angle,-0.3209, steer setpt,-1.08386, steer cmd,-0.0629, 
step,709, dt,0.01431, cte,-0.0679, steer angle,-1.0121, steer setpt,0.33373, steer cmd,-0.02655, 
step,710, dt,0.01207, cte,-0.0679, steer angle,-1.0121, steer setpt,-0.28275, steer cmd,-0.02614, 
step,711, dt,0.01232, cte,-0.1386, steer angle,-0.2275, steer setpt,-0.22454, steer cmd,-0.03099, 
step,712, dt,0.01235, cte,-0.2097, steer angle,-0.2171, steer setpt,0.7442, steer cmd,-0.0075, 
step,713, dt,0.01267, cte,-0.2097, steer angle,-0.2171, steer setpt,-0.05316, steer cmd,-0.01413, 
step,714, dt,0.01241, cte,-0.2811, steer angle,0.249, steer setpt,-0.41866, steer cmd,-0.02901, 
step,715, dt,0.01217, cte,-0.2811, steer angle,0.249, steer setpt,-0.32928, steer cmd,-0.03462, 
step,716, dt,0.01292, cte,-0.353, steer angle,-0.2889, steer setpt,-0.22386, steer cmd,-0.02837, 
step,717, dt,0.01257, cte,-0.4254, steer angle,-0.4293, steer setpt,-0.11535, steer cmd,-0.02318, 
step,718, dt,0.01422, cte,-0.4254, steer angle,-0.4293, steer setpt,-0.0208, steer cmd,-0.01712, 
step,719, dt,0.01326, cte,-0.4983, steer angle,-0.1432, steer setpt,0.09347, steer cmd,-0.01544, 
step,720, dt,0.01338, cte,-0.5715, steer angle,0.0084, steer setpt,1.08459, steer cmd,0.00744, 
step,721, dt,0.01267, cte,-0.5715, steer angle,0.0084, steer setpt,0.33582, steer cmd,0.0038, 
step,722, dt,0.01197, cte,-0.6448, steer angle,0.6223, steer setpt,0.4486, steer cmd,-0.00133, 
step,723, dt,0.01459, cte,-0.7183, steer angle,0.5314, steer setpt,1.44899, steer cmd,0.02219, 
step,724, dt,0.01386, cte,-0.7183, steer angle,0.5314, steer setpt,0.69376, steer cmd,0.0156, 
step,725, dt,0.01258, cte,-0.7918, steer angle,0.9911, steer setpt,0.80458, steer cmd,0.01161, 
step,726, dt,0.01235, cte,-0.8653, steer angle,0.8263, steer setpt,1.81011, steer cmd,0.03642, 
step,727, dt,0.01193, cte,-0.8653, steer angle,0.8263, steer setpt,1.05514, steer cmd,0.0306, 
step,728, dt,0.01451, cte,-0.9386, steer angle,1.3467, steer setpt,1.16484, steer cmd,0.02614, 
step,729, dt,0.01374, cte,-1.0117, steer angle,1.2013, steer setpt,2.17027, steer cmd,0.0507, 
step,730, dt,0.0126, cte,-1.0117, steer angle,1.2013, steer setpt,1.41749, steer cmd,0.04477, 
step,731, dt,0.0121, cte,-1.0846, steer angle,1.7039, steer setpt,1.52686, steer cmd,0.04053, 
step,732, dt,0.01279, cte,-1.1572, steer angle,1.5555, steer setpt,2.53058, steer cmd,0.06515, 
step,733, dt,0.01306, cte,-1.1572, steer angle,1.5555, steer setpt,1.78442, steer cmd,0.05945, 
step,734, dt,0.0131, cte,-1.2293, steer angle,2.065, steer setpt,1.89316, steer cmd,0.0552, 
step,735, dt,0.01238, cte,-1.2293, steer angle,2.065, steer setpt,2.01513, steer cmd,0.05642, 
step,736, dt,0.0117, cte,-1.301, steer angle,1.8164, steer setpt,2.12387, steer cmd,0.0636, 
step,737, dt,0.01392, cte,-1.3723, steer angle,1.847, steer setpt,2.23234, steer cmd,0.06895, 
step,738, dt,0.0143, cte,-1.3723, steer angle,1.847, steer setpt,2.35756, steer cmd,0.07711, 
step,739, dt,0.01435, cte,-1.4431, steer angle,2.1601, steer setpt,2.46832, steer cmd,0.07947, 
step,740, dt,0.013, cte,-1.5133, steer angle,2.364, steer setpt,3.45238, steer cmd,0.10208, 
step,741, dt,0.01226, cte,-1.5133, steer angle,2.364, steer setpt,2.73437, steer cmd,0.09945, 
step,742, dt,0.31395, cte,-1.5828, steer angle,2.9883, steer setpt,2.84257, steer cmd,0.09452, 
step,743, dt,0.01086, cte,-2.5757, steer angle,2.9225, steer setpt,15.08828, steer cmd,0.37429, 
step,744, dt,0.01115, cte,-2.5757, steer angle,2.9225, steer setpt,14.75182, steer cmd,0.51228, 
step,745, dt,0.31347, cte,-2.6275, steer angle,9.7935, steer setpt,15.03439, steer cmd,0.53078, 
step,746, dt,0.01286, cte,-2.8844, steer angle,13.2434, steer setpt,18.6761, steer cmd,0.62407, 
step,747, dt,0.01181, cte,-2.8844, steer angle,13.2434, steer setpt,18.44475, steer cmd,0.69552, 
step,748, dt,0.01082, cte,-2.8626, steer angle,16.0381, steer setpt,6.6618, steer cmd,0.43752, 
step,749, dt,0.31384, cte,-2.8626, steer angle,16.0381, steer setpt,6.86433, steer cmd,0.34106, 
step,750, dt,0.01355, cte,-1.9699, steer angle,11.3743, steer setpt,-4.45561, steer cmd,0.05859, 
step,751, dt,0.01172, cte,-1.8806, steer angle,8.9629, steer setpt,-8.84945, steer cmd,-0.19675, 
step,752, dt,0.01033, cte,-1.8806, steer angle,8.9629, steer setpt,-9.16122, steer cmd,-0.45243, 
step,753, dt,0.01548, cte,-1.7887, steer angle,-4.4825, steer setpt,-10.33486, steer cmd,-0.42931, 
step,754, dt,0.01366, cte,-1.6949, steer angle,-10.8745, steer setpt,-11.83212, steer cmd,-0.42782, 
step,755, dt,0.0124, cte,-1.6949, steer angle,-10.8745, steer setpt,-1.33692, steer cmd,-0.21289, 
step,756, dt,0.01194, cte,-1.5999, steer angle,-10.2591, steer setpt,-1.45585, steer cmd,-0.11729, 
step,757, dt,0.01289, cte,-1.5999, steer angle,-10.2591, steer setpt,-1.50929, steer cmd,0.00811, 
step,758, dt,0.31305, cte,-1.5196, steer angle,-2.4959, steer setpt,-1.42303, steer cmd,-0.04256, 
step,759, dt,0.01045, cte,0.371, steer angle,0.6391, steer setpt,-23.39921, steer cmd,-0.58297, 
step,760, dt,0.01109, cte,0.371, steer angle,0.6391, steer setpt,-24.16865, steer cmd,-0.88661, 
step,761, dt,0.01141, cte,0.4902, steer angle,-14.1379, steer setpt,-25, steer cmd,-0.91923, 
step,762, dt,0.01268, cte,0.4902, steer angle,-14.1379, steer setpt,-25, steer cmd,-1, 
step,763, dt,0.0124, cte,0.6067, steer angle,-22.5443, steer setpt,-25, steer cmd,-0.99722, 
step,764, dt,0.01199, cte,0.7202, steer angle,-24.5637, steer setpt,-6.47853, steer cmd,-0.58226, 
step,765, dt,0.01278, cte,0.7202, steer angle,-24.5637, steer setpt,-6.63271, steer cmd,-0.37415, 
step,766, dt,0.01238, cte,0.83, steer angle,-14.1201, steer setpt,-6.67447, steer cmd,-0.35826, 
step,767, dt,0.01192, cte,0.9374, steer angle,-8.9175, steer setpt,-8.13991, steer cmd,-0.38149, 
step,768, dt,0.01192, cte,0.9374, steer angle,-8.9175, steer setpt,-6.91839, steer cmd,-0.32793, 
step,769, dt,0.01453, cte,1.0424, steer angle,-9.101, steer setpt,-6.97118, steer cmd,-0.29925, 
step,770, dt,0.01312, cte,1.0424, steer angle,-9.101, steer setpt,-7.12646, steer cmd,-0.27284, 
step,771, dt,0.01163, cte,1.1455, steer angle,-7.045, steer setpt,-7.20208, steer cmd,-0.29306, 
step,772, dt,0.01381, cte,1.247, steer angle,-6.3846, steer setpt,-7.2869, steer cmd,-0.30759, 
step,773, dt,0.0124, cte,1.247, steer angle,-6.3846, steer setpt,-7.44342, steer cmd,-0.32233, 
step,774, dt,0.01342, cte,1.3466, steer angle,-7.2534, steer setpt,-7.53607, steer cmd,-0.31933, 
step,775, dt,0.01221, cte,1.4441, steer angle,-7.6219, steer setpt,-8.88413, steer cmd,-0.34738, 
step,776, dt,0.01302, cte,1.4441, steer angle,-7.6219, steer setpt,-7.82535, steer cmd,-0.33901, 
step,777, dt,0.01221, cte,1.5392, steer angle,-8.2482, steer setpt,-7.90804, steer cmd,-0.33183, 
step,778, dt,0.01409, cte,1.6321, steer angle,-8.0389, steer setpt,-9.20174, steer cmd,-0.36247, 
step,779, dt,0.01248, cte,1.6321, steer angle,-8.0389, steer setpt,-8.18553, steer cmd,-0.3525, 
step,780, dt,0.01154, cte,1.7225, steer angle,-8.6254, steer setpt,-8.26083, steer cmd,-0.34517, 
step,781, dt,0.01275, cte,1.7225, steer angle,-8.6254, steer setpt,-8.42179, steer cmd,-0.34478, 
step,782, dt,0.01316, cte,1.8105, steer angle,-8.1928, steer setpt,-8.49794, steer cmd,-0.35314, 
step,783, dt,0.01523, cte,1.8961, steer angle,-8.1833, steer setpt,-8.57063, steer cmd,-0.35823, 
step,784, dt,0.01205, cte,1.979, steer angle,-8.3921, steer setpt,-9.74277, steer cmd,-0.38551, 
step,785, dt,0.01156, cte,1.979, steer angle,-8.3921, steer setpt,-8.8351, steer cmd,-0.38187, 
step,786, dt,0.01284, cte,2.0592, steer angle,-9.2014, steer setpt,-9.97529, steer cmd,-0.39771, 
step,787, dt,0.01327, cte,2.0592, steer angle,-9.2014, steer setpt,-9.09678, steer cmd,-0.38794, 
step,788, dt,0.01217, cte,2.1363, steer angle,-9.5063, steer setpt,-9.15546, steer cmd,-0.38277, 
step,789, dt,0.01276, cte,2.2105, steer angle,-9.2621, steer setpt,-9.20994, steer cmd,-0.38514, 
step,790, dt,0.01196, cte,2.2105, steer angle,-9.2621, steer setpt,-9.36867, steer cmd,-0.38736, 
step,791, dt,0.01266, cte,2.2817, steer angle,-9.1922, steer setpt,-9.4191, steer cmd,-0.39127, 
step,792, dt,0.01154, cte,2.2817, steer angle,-9.1922, steer setpt,-9.57727, steer cmd,-0.39783, 
step,793, dt,0.01331, cte,2.3498, steer angle,-9.3454, steer setpt,-9.62708, steer cmd,-0.4006, 
step,794, dt,0.01302, cte,2.4148, steer angle,-9.5095, steer setpt,-9.67231, steer cmd,-0.40211, 
step,795, dt,0.01316, cte,2.4148, steer angle,-9.5095, steer setpt,-9.82753, steer cmd,-0.40822, 
step,796, dt,0.01197, cte,2.4765, steer angle,-9.6165, steer setpt,-9.86817, steer cmd,-0.41089, 
step,797, dt,0.01362, cte,2.535, steer angle,-9.7693, steer setpt,-10.73606, steer cmd,-0.43091, 
step,798, dt,0.31214, cte,2.535, steer angle,-9.7693, steer setpt,-10.08379, steer cmd,-0.42819, 
step,799, dt,0.0098, cte,2.9838, steer angle,-10.3364, steer setpt,-14.91993, steer cmd,-0.53143, 
step,800, dt,0.01183, cte,2.9838, steer angle,-10.3364, steer setpt,-15.22711, steer cmd,-0.59413, 
step,801, dt,0.01134, cte,2.9888, steer angle,-12.8494, steer setpt,-14.84617, steer cmd,-0.59692, 
step,802, dt,0.01308, cte,3.0048, steer angle,-14.4168, steer setpt,-14.61964, steer cmd,-0.59074, 
step,803, dt,0.01213, cte,3.0048, steer angle,-14.4168, steer setpt,-14.89809, steer cmd,-0.60391, 
step,804, dt,0.01256, cte,2.9822, steer angle,-14.3321, steer setpt,-9.4278, steer cmd,-0.48734, 
step,805, dt,0.01253, cte,2.9822, steer angle,-14.3321, steer setpt,-9.52475, steer cmd,-0.43176, 
step,806, dt,0.01328, cte,2.9781, steer angle,-11.7472, steer setpt,-9.51064, steer cmd,-0.4219, 
step,807, dt,0.31222, cte,2.9724, steer angle,-10.3577, steer setpt,-9.33917, steer cmd,-0.41225, 
step,808, dt,0.01066, cte,2.4964, steer angle,-10.1111, steer setpt,-3.61584, steer cmd,-0.27024, 
step,809, dt,0.01267, cte,2.4352, steer angle,-9.87, steer setpt,-3.03977, steer cmd,-0.18242, 
step,810, dt,0.31438, cte,2.3714, steer angle,-6.3197, steer setpt,-2.13755, steer cmd,-0.14654, 
step,811, dt,0.01037, cte,1.1901, steer angle,-4.1241, steer setpt,12.37881, steer cmd,0.19958, 
step,812, dt,0.01101, cte,1.0978, steer angle,-3.2272, steer setpt,14.06074, steer cmd,0.42472, 
step,813, dt,0.01379, cte,1.0978, steer angle,-3.2272, steer setpt,8.92423, steer cmd,0.55137, 
step,814, dt,0.01388, cte,1.0069, steer angle,11.0543, steer setpt,9.78078, steer cmd,0.42913, 
step,815, dt,0.01224, cte,0.9179, steer angle,14.2205, steer setpt,10.60337, steer cmd,0.38715, 
step,816, dt,0.01406, cte,0.9179, steer angle,14.2205, steer setpt,-3.27584, steer cmd,0.02449, 
step,817, dt,0.01229, cte,0.8312, steer angle,10.115, steer setpt,-3.27044, steer cmd,-0.09969, 
step,818, dt,0.0137, cte,0.7443, steer angle,1.0486, steer setpt,-2.13686, steer cmd,-0.06625, 
step,819, dt,0.01243, cte,0.7443, steer angle,1.0486, steer setpt,-3.13639, steer cmd,-0.15671, 
step,820, dt,0.01185, cte,0.6569, steer angle,-1.2199, steer setpt,-3.08019, steer cmd,-0.16094, 
step,821, dt,0.01224, cte,0.5682, steer angle,-3.4815, steer setpt,-1.92112, steer cmd,-0.11448, 
step,822, dt,0.01336, cte,0.5682, steer angle,-3.4815, steer setpt,-2.86519, steer cmd,-0.12137, 
step,823, dt,0.01226, cte,0.4786, steer angle,-2.4256, steer setpt,-2.75068, steer cmd,-0.13201, 
step,824, dt,0.01221, cte,0.4786, steer angle,-2.4256, steer setpt,-2.66632, steer cmd,-0.13263, 
step,825, dt,0.01164, cte,0.388, steer angle,-2.8638, steer setpt,-2.54118, steer cmd,-0.12339, 
step,826, dt,0.01559, cte,0.2965, steer angle,-2.8793, steer setpt,-2.41791, steer cmd,-0.11688, 
step,827, dt,0.01261, cte,0.2965, steer angle,-2.8793, steer setpt,-2.32595, steer cmd,-0.10854, 
step,828, dt,0.01224, cte,0.204, steer angle,-2.4857, steer setpt,-2.19682, steer cmd,-0.10691, 
step,829, dt,0.31308, cte,0.1108, steer angle,-2.2771, steer setpt,-0.96298, steer cmd,-0.07885, 
step,830, dt,0.01028, cte,-1.3821, steer angle,-2.2365, steer setpt,16.28277, steer cmd,0.32983, 
step,831, dt,0.01092, cte,-1.4876, steer angle,-1.535, steer setpt,17.14971, steer cmd,0.55872, 
step,832, dt,0.31285, cte,-1.4876, steer angle,-1.535, steer setpt,17.86295, steer cmd,0.83994, 
step,833, dt,0.01195, cte,-2.6889, steer angle,14.4044, steer setpt,25, steer cmd,0.91313, 
step,834, dt,0.01166, cte,-2.7251, steer angle,21.4349, steer setpt,25, steer cmd,0.92266, 
step,835, dt,0.0106, cte,-2.7251, steer angle,21.4349, steer setpt,15.55759, steer cmd,0.77346, 
step,836, dt,0.01257, cte,-2.7545, steer angle,23.5028, steer setpt,15.22733, steer cmd,0.6561, 
step,837, dt,0.01339, cte,-2.7545, steer angle,23.5028, steer setpt,15.80407, steer cmd,0.55702, 
step,838, dt,0.0129, cte,-2.7786, steer angle,16.8389, steer setpt,2.02545, steer cmd,0.28421, 
step,839, dt,0.01307, cte,-2.7981, steer angle,14.3617, steer setpt,1.94637, steer cmd,0.14419, 
step,840, dt,0.01193, cte,-2.7981, steer angle,14.3617, steer setpt,2.065, steer cmd,-0.03468, 
step,841, dt,0.01243, cte,-2.8157, steer angle,4.041, steer setpt,2.04013, steer cmd,0.02519, 
step,842, dt,0.0133, cte,-2.8157, steer angle,4.041, steer setpt,2.15501, steer cmd,-0.02325, 
step,843, dt,0.01324, cte,-2.832, steer angle,1.0661, steer setpt,2.17512, steer cmd,0.018, 
step,844, dt,0.01221, cte,-2.8474, steer angle,-0.145, steer setpt,2.23767, steer cmd,0.0562, 
step,845, dt,0.01262, cte,-2.8474, steer angle,-0.145, steer setpt,2.34896, steer cmd,0.08977, 
step,846, dt,0.01358, cte,-2.8616, steer angle,1.8413, steer setpt,2.41909, steer cmd,0.08125, 
step,847, dt,0.0128, cte,-2.8741, steer angle,2.6805, steer setpt,2.68219, steer cmd,0.08053, 
step,848, dt,0.0136, cte,-2.8741, steer angle,2.6805, steer setpt,2.59916, steer cmd,0.07993, 
step,849, dt,0.01378, cte,-2.8828, steer angle,2.4496, steer setpt,2.62716, steer cmd,0.08486, 
