,,,dt,,CTE,,angle,,,,,
step,1448, dt,0.01121, cte,-1.7331, steer angle,11.438, steer setpt,1.62238, steer cmd,0.18073, 
step,1449, dt,0.01115, cte,-1.71, steer angle,9.4805, steer setpt,0.90429, steer cmd,0.08261, 
step,1450, dt,0.01076, cte,-1.6848, steer angle,4.9545, steer setpt,0.16186, steer cmd,0.04437, 
step,1451, dt,0.3134, cte,-1.6848, steer angle,4.9545, steer setpt,0.26345, steer cmd,-0.0297, 
step,1452, dt,0.01012, cte,-1.1501, steer angle,1.5455, steer setpt,-6.6842, steer cmd,-0.17721, 
step,1453, dt,0.01274, cte,-1.1501, steer angle,1.5455, steer setpt,-8.3545, steer cmd,-0.32437, 
step,1454, dt,0.31645, cte,-1.1106, steer angle,-3.994, steer setpt,-8.73475, steer cmd,-0.34365, 
step,1455, dt,0.00946, cte,-0.7619, steer angle,-7.673, steer setpt,-12.87241, steer cmd,-0.43278, 
step,1456, dt,0.0131, cte,-0.7619, steer angle,-7.673, steer setpt,-13.19555, steer cmd,-0.51297, 
step,1457, dt,0.01238, cte,0.7663, steer angle,-10.3831, steer setpt,-25, steer cmd,-0.79803, 
step,1458, dt,0.01504, cte,0.7524, steer angle,-12.3878, steer setpt,-25, steer cmd,-0.93987, 
step,1459, dt,0.01456, cte,0.7524, steer angle,-12.3878, steer setpt,-25, steer cmd,-1, 
step,1460, dt,0.01452, cte,0.7221, steer angle,-23.0605, steer setpt,-22.57348, steer cmd,-0.96115, 
step,1461, dt,0.01506, cte,-0.7019, steer angle,-24.5637, steer setpt,-5.79408, steer cmd,-0.56621, 
step,1462, dt,0.01497, cte,-0.7019, steer angle,-24.5637, steer setpt,12.81385, steer cmd,0.08436, 
step,1463, dt,0.01252, cte,-0.689, steer angle,-13.7189, steer setpt,13.05631, steer cmd,0.33245, 
step,1464, dt,0.01321, cte,-0.6775, steer angle,2.5453, steer setpt,13.48436, steer cmd,0.37492, 
step,1465, dt,0.01311, cte,-0.6659, steer angle,8.7476, steer setpt,13.54631, steer cmd,0.42509, 
step,1466, dt,0.01309, cte,-0.6659, steer angle,8.7476, steer setpt,-3.26282, steer cmd,0.1235, 
step,1467, dt,0.01273, cte,-0.6534, steer angle,11.0637, steer setpt,-3.40727, steer cmd,-0.06617, 
step,1468, dt,0.01074, cte,-0.6534, steer angle,11.0637, steer setpt,-3.247, steer cmd,-0.26259, 
step,1469, dt,0.01237, cte,-0.6415, steer angle,-1.218, steer setpt,-3.2442, steer cmd,-0.18607, 
step,1470, dt,0.01232, cte,-0.6319, steer angle,-6.1285, steer setpt,-3.2125, steer cmd,-0.12919, 
step,1471, dt,0.01146, cte,-0.6319, steer angle,-6.1285, steer setpt,-3.20465, steer cmd,-0.09847, 
step,1472, dt,0.01255, cte,-0.6236, steer angle,-2.7934, steer setpt,-3.14577, steer cmd,-0.13167, 
step,1473, dt,0.01275, cte,-0.6236, steer angle,-2.7934, steer setpt,-3.13669, steer cmd,-0.12926, 
step,1474, dt,0.01185, cte,-0.6166, steer angle,-2.8554, steer setpt,-3.06802, steer cmd,-0.13117, 
step,1475, dt,0.01296, cte,-0.6109, steer angle,-2.7952, steer setpt,-3.00979, steer cmd,-0.13453, 
step,1476, dt,0.01207, cte,-0.6109, steer angle,-2.7952, steer setpt,-2.99776, steer cmd,-0.1373, 
step,1477, dt,0.01422, cte,-0.6066, steer angle,-2.9268, steer setpt,-2.93705, steer cmd,-0.13581, 
step,1478, dt,0.01307, cte,-0.6035, steer angle,-2.996, steer setpt,-2.96153, steer cmd,-0.13536, 
step,1479, dt,0.01283, cte,-0.6035, steer angle,-2.996, steer setpt,-2.86411, steer cmd,-0.13275, 
step,1480, dt,0.01303, cte,-0.6018, steer angle,-2.9477, steer setpt,-2.80064, steer cmd,-0.13075, 
step,1481, dt,0.01407, cte,-0.6014, steer angle,-2.8824, steer setpt,-2.78935, steer cmd,-0.12992, 
step,1482, dt,0.0136, cte,-0.6014, steer angle,-2.8824, steer setpt,-2.72094, steer cmd,-0.12692, 
step,1483, dt,0.01129, cte,-0.6022, steer angle,-2.8117, steer setpt,-2.65575, steer cmd,-0.12491, 
step,1484, dt,0.01208, cte,-0.6022, steer angle,-2.8117, steer setpt,-2.63663, steer cmd,-0.12224, 
step,1485, dt,0.01264, cte,-0.6042, steer angle,-2.6863, steer setpt,-2.57238, steer cmd,-0.12119, 
step,1486, dt,0.01264, cte,-0.6075, steer angle,-2.6198, steer setpt,-2.50666, steer cmd,-0.11946, 
step,1487, dt,0.01312, cte,-0.6075, steer angle,-2.6198, steer setpt,-2.4846, steer cmd,-0.11735, 
step,1488, dt,0.01117, cte,-0.6118, steer angle,-2.5501, steer setpt,-2.41979, steer cmd,-0.11559, 
step,1489, dt,0.01309, cte,-0.6173, steer angle,-2.4974, steer setpt,-2.32915, steer cmd,-0.11286, 
step,1490, dt,0.01375, cte,-0.6173, steer angle,-2.4974, steer setpt,-2.32776, steer cmd,-0.11052, 
step,1491, dt,0.01363, cte,-0.6239, steer angle,-2.3852, steer setpt,-2.26241, steer cmd,-0.10919, 
step,1492, dt,0.01295, cte,-0.6315, steer angle,-2.3268, steer setpt,-2.14319, steer cmd,-0.10595, 
step,1493, dt,0.01298, cte,-0.6315, steer angle,-2.3268, steer setpt,-2.16603, steer cmd,-0.104, 
step,1494, dt,0.01342, cte,-0.6402, steer angle,-2.2125, steer setpt,-2.09892, steer cmd,-0.10274, 
step,1495, dt,0.01327, cte,-0.6498, steer angle,-2.1637, steer setpt,-1.95232, steer cmd,-0.0988, 
step,1496, dt,0.01391, cte,-0.6498, steer angle,-2.1637, steer setpt,-1.99941, steer cmd,-0.09708, 
step,1497, dt,0.01177, cte,-0.6604, steer angle,-2.0336, steer setpt,-1.93179, steer cmd,-0.09607, 
step,1498, dt,0.01376, cte,-0.6718, steer angle,-1.9908, steer setpt,-1.7603, steer cmd,-0.09156, 
step,1499, dt,0.01226, cte,-0.6718, steer angle,-1.9908, steer setpt,-1.82935, steer cmd,-0.09014, 
step,1500, dt,0.01377, cte,-0.6842, steer angle,-1.8525, steer setpt,-1.76127, steer cmd,-0.0893, 
step,1501, dt,0.0115, cte,-0.6842, steer angle,-1.8525, steer setpt,-1.72604, steer cmd,-0.08704, 
step,1502, dt,0.0115, cte,-0.6974, steer angle,-1.7961, steer setpt,-1.65886, steer cmd,-0.08508, 
step,1503, dt,0.01584, cte,-0.7115, steer angle,-1.7397, steer setpt,-1.5892, steer cmd,-0.08285, 
step,1504, dt,0.01351, cte,-0.7115, steer angle,-1.7397, steer setpt,-1.55117, steer cmd,-0.07988, 
step,1505, dt,0.01233, cte,-0.7263, steer angle,-1.6349, steer setpt,-1.48359, steer cmd,-0.07813, 
step,1506, dt,0.01303, cte,-0.7419, steer angle,-1.5606, steer setpt,-1.25374, steer cmd,-0.07235, 
step,1507, dt,0.01262, cte,-0.7419, steer angle,-1.5606, steer setpt,-1.36882, steer cmd,-0.07096, 
step,1508, dt,0.01336, cte,-0.7581, steer angle,-1.3725, steer setpt,-1.30208, steer cmd,-0.07075, 
step,1509, dt,0.01366, cte,-0.7751, steer angle,-1.3377, steer setpt,-1.05242, steer cmd,-0.06459, 
step,1510, dt,0.01512, cte,-0.7751, steer angle,-1.3377, steer setpt,-1.1837, steer cmd,-0.064, 
step,1511, dt,0.31307, cte,-0.7926, steer angle,-1.1784, steer setpt,-1.11668, steer cmd,-0.06363, 
step,1512, dt,0.0096, cte,-1.1468, steer angle,-1.1637, steer setpt,3.25, steer cmd,0.03667, 
step,1513, dt,0.01117, cte,-1.1468, steer angle,-1.1637, steer setpt,3.23856, steer cmd,0.08951, 
step,1514, dt,0.01243, cte,-1.1724, steer angle,1.3532, steer setpt,3.5259, steer cmd,0.10122, 
step,1515, dt,0.01107, cte,-1.1724, steer angle,1.3532, steer setpt,3.71428, steer cmd,0.14127, 
step,1516, dt,0.01291, cte,-1.1972, steer angle,2.9667, steer setpt,3.99431, steer cmd,0.14398, 
step,1517, dt,0.01353, cte,-1.221, steer angle,3.9681, steer setpt,0.15938, steer cmd,0.05124, 
step,1518, dt,0.01292, cte,-1.221, steer angle,3.9681, steer setpt,0.22696, steer cmd,0.00933, 
step,1519, dt,0.0128, cte,-1.2443, steer angle,1.7172, steer setpt,0.26697, steer cmd,0.00829, 
step,1520, dt,0.01314, cte,-1.2676, steer angle,0.6697, steer setpt,0.6189, steer cmd,0.01457, 
step,1521, dt,0.01316, cte,-1.2676, steer angle,0.6697, steer setpt,0.39368, steer cmd,0.00563, 
step,1522, dt,0.01249, cte,-1.2908, steer angle,0.8005, steer setpt,0.45448, steer cmd,0.00061, 
step,1523, dt,0.01384, cte,-1.3138, steer angle,0.5771, steer setpt,0.80347, steer cmd,0.0089, 
step,1524, dt,0.01156, cte,-1.3138, steer angle,0.5771, steer setpt,0.59713, steer cmd,0.00615, 
step,1525, dt,0.0129, cte,-1.3367, steer angle,0.6589, steer setpt,0.66154, steer cmd,0.00649, 
step,1526, dt,0.01201, cte,-1.3367, steer angle,0.6589, steer setpt,0.73112, steer cmd,0.00816, 
step,1527, dt,0.01282, cte,-1.3594, steer angle,0.5987, steer setpt,0.79505, steer cmd,0.01186, 
step,1528, dt,0.3143, cte,-1.382, steer angle,0.6403, steer setpt,0.86045, steer cmd,0.01492, 
step,1529, dt,0.01117, cte,-1.6955, steer angle,0.7328, steer setpt,4.7562, steer cmd,0.10471, 
step,1530, dt,0.01512, cte,-1.7145, steer angle,0.8093, steer setpt,4.90442, steer cmd,0.15511, 
step,1531, dt,0.01211, cte,-1.7326, steer angle,3.054, steer setpt,5.322, steer cmd,0.17144, 
step,1532, dt,0.01245, cte,-1.7326, steer angle,3.054, steer setpt,5.25144, steer cmd,0.20606, 
step,1533, dt,0.014, cte,-1.7493, steer angle,4.7223, steer setpt,5.3794, steer cmd,0.2023, 
step,1534, dt,0.01503, cte,-1.7642, steer angle,5.5877, steer setpt,1.93606, steer cmd,0.11678, 
step,1535, dt,0.01198, cte,-1.7642, steer angle,5.5877, steer setpt,1.78781, steer cmd,0.07102, 
step,1536, dt,0.01322, cte,-1.7782, steer angle,3.3557, steer setpt,1.81425, steer cmd,0.06888, 
step,1537, dt,0.01029, cte,-1.7914, steer angle,2.2119, steer setpt,2.05046, steer cmd,0.07349, 
step,1538, dt,0.31499, cte,-1.7914, steer angle,2.2119, steer setpt,1.9274, steer cmd,0.06535, 
step,1539, dt,0.31085, cte,-1.8966, steer angle,2.2736, steer setpt,3.10364, steer cmd,0.087, 
step,1540, dt,0.01348, cte,-1.8107, steer angle,2.0702, steer setpt,2.16619, steer cmd,0.0796, 
step,1541, dt,0.01281, cte,-1.7986, steer angle,2.6113, steer setpt,1.92506, steer cmd,0.06474, 
step,1542, dt,0.01163, cte,-1.7857, steer angle,2.4262, steer setpt,1.67385, steer cmd,0.05521, 
step,1543, dt,0.01465, cte,-1.7857, steer angle,2.4262, steer setpt,1.73084, steer cmd,0.04597, 
step,1544, dt,0.01325, cte,-1.772, steer angle,1.8165, steer setpt,0.33703, steer cmd,0.01809, 
step,1545, dt,0.01345, cte,-1.7576, steer angle,1.5856, steer setpt,1.21902, steer cmd,0.02418, 
step,1546, dt,0.01228, cte,-1.7576, steer angle,1.5856, steer setpt,1.4039, steer cmd,0.02074, 
step,1547, dt,0.01271, cte,-1.7428, steer angle,1.0409, steer setpt,1.42242, steer cmd,0.0306, 
step,1548, dt,0.01465, cte,-1.7274, steer angle,0.9549, steer setpt,1.2752, steer cmd,0.03338, 
step,1549, dt,0.31327, cte,-1.7274, steer angle,0.9549, steer setpt,1.47663, steer cmd,0.04266, 
step,1550, dt,0.01101, cte,-1.4083, steer angle,1.2709, steer setpt,-2.20182, steer cmd,-0.04145, 
step,1551, dt,0.01229, cte,-1.3847, steer angle,1.5028, steer setpt,-2.57201, steer cmd,-0.0957, 
step,1552, dt,0.31314, cte,-1.3847, steer angle,1.5028, steer setpt,-2.48532, steer cmd,-0.15027, 
step,1553, dt,0.31071, cte,-1.0272, steer angle,-1.9563, steer setpt,-6.7499, steer cmd,-0.22545, 
step,1554, dt,0.01231, cte,-0.8812, steer angle,-3.3203, steer setpt,-8.76027, steer cmd,-0.30649, 
step,1555, dt,0.0128, cte,-0.8809, steer angle,-5.2, steer setpt,-5.16205, steer cmd,-0.25742, 
step,1556, dt,0.01382, cte,-0.8829, steer angle,-7.2258, steer setpt,-5.01993, steer cmd,-0.2195, 
step,1557, dt,0.01487, cte,-0.8829, steer angle,-7.2258, steer setpt,-5.18343, steer cmd,-0.19667, 
step,1558, dt,0.01458, cte,-0.8866, steer angle,-5.0512, steer setpt,-0.943, steer cmd,-0.12021, 
step,1559, dt,0.01128, cte,-0.8918, steer angle,-4.4805, steer setpt,0.8756, steer cmd,-0.03797, 
step,1560, dt,0.31221, cte,-0.8918, steer angle,-4.4805, steer setpt,0.91226, steer cmd,0.03618, 
step,1561, dt,0.01272, cte,-1.0307, steer angle,-0.5128, steer setpt,2.61584, steer cmd,0.06105, 
step,1562, dt,0.31208, cte,-1.042, steer angle,1.3408, steer setpt,2.84147, steer cmd,0.07334, 
step,1563, dt,0.009, cte,-1.1554, steer angle,1.9627, steer setpt,4.27319, steer cmd,0.1167, 
step,1564, dt,0.01253, cte,-1.1585, steer angle,2.2699, steer setpt,4.38549, steer cmd,0.14328, 
step,1565, dt,0.01213, cte,-1.1585, steer angle,2.2699, steer setpt,4.52432, steer cmd,0.17692, 
step,1566, dt,0.01089, cte,-1.1605, steer angle,4.0184, steer setpt,2.99451, steer cmd,0.13388, 
step,1567, dt,0.0125, cte,-1.1605, steer angle,4.0184, steer setpt,2.94445, steer cmd,0.12541, 
step,1568, dt,0.01216, cte,-1.1613, steer angle,3.7833, steer setpt,1.65472, steer cmd,0.08623, 
step,1569, dt,0.01258, cte,-1.161, steer angle,3.5716, steer setpt,1.65336, steer cmd,0.06312, 
step,1570, dt,0.01258, cte,-1.161, steer angle,3.5716, steer setpt,1.69217, steer cmd,0.0363, 
step,1571, dt,0.01402, cte,-1.16, steer angle,2.0143, steer setpt,1.69439, steer cmd,0.04508, 
step,1572, dt,0.01156, cte,-1.1585, steer angle,1.3438, steer setpt,1.71373, steer cmd,0.05284, 
step,1573, dt,0.01065, cte,-1.1585, steer angle,1.3438, steer setpt,1.74101, steer cmd,0.0572, 
step,1574, dt,0.01132, cte,-1.1563, steer angle,1.7573, steer setpt,1.75454, steer cmd,0.05366, 
step,1575, dt,0.01253, cte,-1.1563, steer angle,1.7573, steer setpt,1.79048, steer cmd,0.05532, 
step,1576, dt,0.01195, cte,-1.1535, steer angle,1.7778, steer setpt,1.80443, steer cmd,0.05556, 
step,1577, dt,0.01225, cte,-1.1501, steer angle,1.8193, steer setpt,1.8164, steer cmd,0.05528, 
step,1578, dt,0.01191, cte,-1.1501, steer angle,1.8193, steer setpt,1.85077, steer cmd,0.05609, 
step,1579, dt,0.01076, cte,-1.146, steer angle,1.8183, steer setpt,1.86189, steer cmd,0.05673, 
step,1580, dt,0.01208, cte,-1.146, steer angle,1.8183, steer setpt,1.89539, steer cmd,0.05809, 
step,1581, dt,0.01243, cte,-1.1412, steer angle,1.8547, steer setpt,1.90441, steer cmd,0.05849, 
step,1582, dt,0.01378, cte,-1.1357, steer angle,1.8886, steer setpt,1.91136, steer cmd,0.05864, 
step,1583, dt,0.01149, cte,-1.1357, steer angle,1.8886, steer setpt,1.94301, steer cmd,0.05974, 
step,1584, dt,0.01256, cte,-1.1295, steer angle,1.9023, steer setpt,1.94894, steer cmd,0.06027, 
step,1585, dt,0.01191, cte,-1.1295, steer angle,1.9023, steer setpt,1.97957, steer cmd,0.06165, 
step,1586, dt,0.01447, cte,-1.1227, steer angle,1.943, steer setpt,1.98568, steer cmd,0.06189, 
step,1587, dt,0.0113, cte,-1.1151, steer angle,1.9775, steer setpt,1.98967, steer cmd,0.06187, 
step,1588, dt,0.01242, cte,-1.1151, steer angle,1.9775, steer setpt,2.01833, steer cmd,0.06277, 
step,1589, dt,0.01357, cte,-1.1068, steer angle,1.9832, steer setpt,2.02123, steer cmd,0.06322, 
step,1590, dt,0.01241, cte,-1.0978, steer angle,2.0055, steer setpt,1.93897, steer cmd,0.06138, 
step,1591, dt,0.01323, cte,-1.0978, steer angle,2.0055, steer setpt,2.04577, steer cmd,0.0631, 
step,1592, dt,0.01256, cte,-1.0881, steer angle,1.9709, steer setpt,2.04647, steer cmd,0.06424, 
step,1593, dt,0.01204, cte,-1.0776, steer angle,2.0139, steer setpt,1.94368, steer cmd,0.06192, 
step,1594, dt,0.01326, cte,-1.0776, steer angle,2.0139, steer setpt,2.06592, steer cmd,0.06403, 
step,1595, dt,0.0124, cte,-1.0664, steer angle,1.9842, steer setpt,2.06311, steer cmd,0.06511, 
step,1596, dt,0.01097, cte,-1.0664, steer angle,1.9842, steer setpt,2.08607, steer cmd,0.06669, 
step,1597, dt,0.01258, cte,-1.0545, steer angle,2.0641, steer setpt,2.08198, steer cmd,0.06618, 
step,1598, dt,0.01408, cte,-1.0418, steer angle,2.1037, steer setpt,2.07682, steer cmd,0.06559, 
step,1599, dt,0.01377, cte,-1.0418, steer angle,2.1037, steer setpt,2.0974, steer cmd,0.06578, 
step,1600, dt,0.01021, cte,-1.0284, steer angle,2.0762, steer setpt,2.09091, steer cmd,0.06612, 
step,1601, dt,0.01168, cte,-1.0284, steer angle,2.0762, steer setpt,2.11015, steer cmd,0.06672, 
step,1602, dt,0.01424, cte,-1.0142, steer angle,2.0894, steer setpt,2.10108, steer cmd,0.06666, 
step,1603, dt,0.01305, cte,-0.9992, steer angle,2.1045, steer setpt,2.09085, steer cmd,0.06629, 
step,1604, dt,0.0112, cte,-0.9992, steer angle,2.1045, steer setpt,2.1075, steer cmd,0.06654, 
step,1605, dt,0.01104, cte,-0.9835, steer angle,2.0937, steer setpt,2.09581, steer cmd,0.06652, 
step,1606, dt,0.01257, cte,-0.9671, steer angle,2.0997, steer setpt,1.91088, steer cmd,0.0622, 
step,1607, dt,0.01451, cte,-0.9671, steer angle,2.0997, steer setpt,2.0925, steer cmd,0.06408, 
step,1608, dt,0.01223, cte,-0.9499, steer angle,1.9913, steer setpt,2.07927, steer cmd,0.06575, 
step,1609, dt,0.01182, cte,-0.9499, steer angle,1.9913, steer setpt,2.0917, steer cmd,0.06707, 
step,1610, dt,0.01323, cte,-0.9319, steer angle,2.08, steer setpt,2.07575, steer cmd,0.06608, 
step,1611, dt,0.01252, cte,-0.9132, steer angle,2.1131, steer setpt,2.05856, steer cmd,0.06511, 
step,1612, dt,0.01213, cte,-0.9132, steer angle,2.1131, steer setpt,2.06817, steer cmd,0.06466, 
step,1613, dt,0.01428, cte,-0.8938, steer angle,2.064, steer setpt,2.0506, steer cmd,0.06472, 
step,1614, dt,0.01339, cte,-0.8736, steer angle,2.0529, steer setpt,1.81217, steer cmd,0.05928, 
step,1615, dt,0.01284, cte,-0.8736, steer angle,2.0529, steer setpt,2.03143, steer cmd,0.06136, 
step,1616, dt,0.01095, cte,-0.8526, steer angle,1.9183, steer setpt,2.00967, steer cmd,0.06315, 
step,1617, dt,0.01224, cte,-0.8314, steer angle,1.9703, steer setpt,1.756, steer cmd,0.05723, 
step,1618, dt,0.01218, cte,-0.8314, steer angle,1.9703, steer setpt,1.98889, steer cmd,0.06016, 
step,1619, dt,0.01282, cte,-0.8112, steer angle,1.867, steer setpt,1.99225, steer cmd,0.06235, 
step,1620, dt,0.01144, cte,-0.8112, steer angle,1.867, steer setpt,1.9952, steer cmd,0.06396, 
step,1621, dt,0.01135, cte,-0.7929, steer angle,1.995, steer setpt,2.03069, steer cmd,0.06366, 
step,1622, dt,0.01363, cte,-0.779, steer angle,2.0353, steer setpt,2.12298, steer cmd,0.06556, 
step,1623, dt,0.31189, cte,-0.779, steer angle,2.0353, steer setpt,2.12871, steer cmd,0.06682, 
step,1624, dt,0.00979, cte,-0.8012, steer angle,2.0753, steer setpt,2.65145, steer cmd,0.07914, 
step,1625, dt,0.01089, cte,-0.8012, steer angle,2.0753, steer setpt,2.67337, steer cmd,0.08676, 
step,1626, dt,0.31221, cte,-0.8008, steer angle,2.4149, steer setpt,2.91364, steer cmd,0.09294, 
step,1627, dt,0.01149, cte,-0.67, steer angle,2.6053, steer setpt,1.5162, steer cmd,0.06404, 
step,1628, dt,0.01126, cte,-0.67, steer angle,2.6053, steer setpt,1.49864, steer cmd,0.05167, 
step,1629, dt,0.01545, cte,-0.6541, steer angle,2.0373, steer setpt,1.01549, steer cmd,0.03792, 
step,1630, dt,0.01298, cte,-0.6541, steer angle,2.0373, steer setpt,0.98135, steer cmd,0.02245, 
step,1631, dt,0.01172, cte,-0.6375, steer angle,1.3844, steer setpt,0.74858, steer cmd,0.01711, 
step,1632, dt,0.01157, cte,-0.6204, steer angle,0.9976, steer setpt,2.09338, steer cmd,0.04664, 
step,1633, dt,0.01493, cte,-0.6204, steer angle,0.9976, steer setpt,2.09506, steer cmd,0.05843, 
step,1634, dt,0.01397, cte,-0.6032, steer angle,1.6022, steer setpt,2.08055, steer cmd,0.05989, 
step,1635, dt,0.01213, cte,-0.5923, steer angle,1.897, steer setpt,1.94807, steer cmd,0.0583, 
step,1636, dt,0.01208, cte,-0.5923, steer angle,1.897, steer setpt,2.14646, steer cmd,0.06449, 
step,1637, dt,0.01281, cte,-0.605, steer angle,1.8939, steer setpt,2.51212, steer cmd,0.076, 
step,1638, dt,0.01341, cte,-0.6132, steer angle,2.0486, steer setpt,2.62579, steer cmd,0.08304, 
step,1639, dt,0.31163, cte,-0.6132, steer angle,2.0486, steer setpt,2.85243, steer cmd,0.09649, 
step,1640, dt,0.0107, cte,-1.0286, steer angle,2.5122, steer setpt,8.07752, steer cmd,0.21597, 
step,1641, dt,0.01132, cte,-1.0286, steer angle,2.5122, steer setpt,8.27085, steer cmd,0.28893, 
step,1642, dt,0.01192, cte,-1.0459, steer angle,5.8355, steer setpt,8.52315, steer cmd,0.30026, 
step,1643, dt,0.01209, cte,-1.0459, steer angle,5.8355, steer setpt,8.62395, steer cmd,0.34748, 
step,1644, dt,0.01274, cte,-1.0606, steer angle,7.9428, steer setpt,9.00377, steer cmd,0.34746, 
step,1645, dt,0.01312, cte,-1.0778, steer angle,9.1232, steer setpt,4.35426, steer cmd,0.23341, 
step,1646, dt,0.01149, cte,-1.0778, steer angle,9.1232, steer setpt,4.40781, steer cmd,0.17974, 
step,1647, dt,0.01166, cte,-1.0853, steer angle,6.2715, steer setpt,4.3421, steer cmd,0.17618, 
step,1648, dt,0.01293, cte,-1.0968, steer angle,4.9297, steer setpt,4.53271, steer cmd,0.17759, 
step,1649, dt,0.0132, cte,-1.0968, steer angle,4.9297, steer setpt,4.40848, steer cmd,0.16575, 
step,1650, dt,0.01148, cte,-1.1068, steer angle,4.8761, steer setpt,4.37023, steer cmd,0.15897, 
step,1651, dt,0.0119, cte,-1.1068, steer angle,4.8761, steer setpt,4.41721, steer cmd,0.15283, 
step,1652, dt,0.01298, cte,-1.1153, steer angle,4.4107, steer setpt,4.47657, steer cmd,0.15817, 
step,1653, dt,0.0151, cte,-1.1222, steer angle,4.257, steer setpt,4.4682, steer cmd,0.16127, 
step,1654, dt,0.01069, cte,-1.1222, steer angle,4.257, steer setpt,4.51432, steer cmd,0.165, 
step,1655, dt,0.0116, cte,-1.1276, steer angle,4.468, steer setpt,4.50447, steer cmd,0.16351, 
step,1656, dt,0.01259, cte,-1.1313, steer angle,4.5613, steer setpt,4.59423, steer cmd,0.16444, 
step,1657, dt,0.01398, cte,-1.1313, steer angle,4.5613, steer setpt,4.53675, steer cmd,0.1636, 
step,1658, dt,0.01168, cte,-1.1335, steer angle,4.5473, steer setpt,4.5224, steer cmd,0.16337, 
step,1659, dt,0.01158, cte,-1.1335, steer angle,4.5473, steer setpt,4.56364, steer cmd,0.16396, 
step,1660, dt,0.01085, cte,-1.134, steer angle,4.5206, steer setpt,4.54516, steer cmd,0.16429, 
step,1661, dt,0.01269, cte,-1.1329, steer angle,4.5353, steer setpt,4.52602, steer cmd,0.16385, 
step,1662, dt,0.01161, cte,-1.1329, steer angle,4.5353, steer setpt,4.56359, steer cmd,0.16465, 
step,1663, dt,0.01175, cte,-1.1302, steer angle,4.5325, steer setpt,4.54137, steer cmd,0.16452, 
step,1664, dt,0.01397, cte,-1.1302, steer angle,4.5325, steer setpt,4.57701, steer cmd,0.1655, 
step,1665, dt,0.01103, cte,-1.1258, steer angle,4.5494, steer setpt,4.55283, steer cmd,0.16512, 
step,1666, dt,0.01178, cte,-1.1198, steer angle,4.5739, steer setpt,4.52669, steer cmd,0.16411, 
step,1667, dt,0.01045, cte,-1.1198, steer angle,4.5739, steer setpt,4.55832, steer cmd,0.16427, 
step,1668, dt,0.01273, cte,-1.1122, steer angle,4.539, steer setpt,4.53009, steer cmd,0.16413, 
step,1669, dt,0.01137, cte,-1.1122, steer angle,4.539, steer setpt,4.5596, steer cmd,0.16466, 
step,1670, dt,0.01207, cte,-1.1029, steer angle,4.5396, steer setpt,4.52921, steer cmd,0.16418, 
step,1671, dt,0.31474, cte,-1.0919, steer angle,4.5529, steer setpt,4.49554, steer cmd,0.16303, 
step,1672, dt,0.0118, cte,-0.9674, steer angle,4.5409, steer setpt,3.00164, steer cmd,0.12853, 
step,1673, dt,0.01147, cte,-1.013, steer angle,4.5121, steer setpt,3.62621, steer cmd,0.12483, 
step,1674, dt,0.01174, cte,-1.013, steer angle,4.5121, steer setpt,3.62185, steer cmd,0.11072, 
step,1675, dt,0.0119, cte,-1.0571, steer angle,3.5572, steer setpt,4.2684, steer cmd,0.1346, 
step,1676, dt,0.01299, cte,-1.0999, steer angle,3.2042, steer setpt,4.94043, steer cmd,0.16454, 
step,1677, dt,0.01303, cte,-1.0999, steer angle,3.2042, steer setpt,6.49624, steer cmd,0.22242, 
step,1678, dt,0.01214, cte,-1.1411, steer angle,4.5499, steer setpt,6.52887, steer cmd,0.2358, 
step,1679, dt,0.01418, cte,-1.1802, steer angle,5.9967, steer setpt,7.09138, steer cmd,0.24663, 
step,1680, dt,0.01426, cte,-1.1802, steer angle,5.9967, steer setpt,6.65513, steer cmd,0.25417, 
step,1681, dt,0.01119, cte,-1.217, steer angle,6.6021, steer setpt,6.66729, steer cmd,0.25096, 
step,1682, dt,0.01251, cte,-1.217, steer angle,6.6021, steer setpt,6.75107, steer cmd,0.2551, 
step,1683, dt,0.01474, cte,-1.2515, steer angle,6.7103, steer setpt,6.75387, steer cmd,0.25463, 
step,1684, dt,0.01386, cte,-1.2837, steer angle,6.8138, steer setpt,6.75232, steer cmd,0.25308, 
step,1685, dt,0.01312, cte,-1.3135, steer angle,6.802, steer setpt,7.19654, steer cmd,0.26284, 
step,1686, dt,0.01186, cte,-1.3135, steer angle,6.802, steer setpt,6.84068, steer cmd,0.25932, 
step,1687, dt,0.01491, cte,-1.3409, steer angle,7.0073, steer setpt,7.25437, steer cmd,0.26541, 
step,1688, dt,0.01165, cte,-1.3659, steer angle,6.9194, steer setpt,7.22937, steer cmd,0.26989, 
step,1689, dt,0.01333, cte,-1.3659, steer angle,6.9194, steer setpt,6.92442, steer cmd,0.2672, 
step,1690, dt,0.01242, cte,-1.3884, steer angle,7.1836, steer setpt,6.91121, steer cmd,0.26162, 
step,1691, dt,0.01125, cte,-1.3884, steer angle,7.1836, steer setpt,6.9847, steer cmd,0.26004, 
step,1692, dt,0.01242, cte,-1.4085, steer angle,6.9768, steer setpt,6.96962, steer cmd,0.26142, 
step,1693, dt,0.01235, cte,-1.4261, steer angle,6.9372, steer setpt,6.95089, steer cmd,0.26137, 
step,1694, dt,0.01147, cte,-1.4261, steer angle,6.9372, steer setpt,7.01995, steer cmd,0.2631, 
